,name,location,price_for_two,cuisines,rating,restaurant_link
471,Chulha Chauki Da Dhaba,"Sarjapur Road, Bangalore",1000,"North Indian, Chinese, Kebab, Mughlai, Biryani, Beverages",4.3,https://www.zomato.com/bangalore/chulha-chauki-da-dhaba-sarjapur-road-bangalore/info
472,Terra Bites,"Koramangala 4th Block, Bangalore",1300,"Cafe, Coffee, Beverages, Continental, Italian, Salad, Asian, Desserts",4.2,https://www.zomato.com/bangalore/terra-bites-koramangala-4th-block-bangalore/info
473,1 BHK - Bar House Kitchen,"Koramangala 6th Block, Bangalore",1400,"Continental, Italian, Pizza, Sandwich, Desserts, Shake, Beverages",4.3,https://www.zomato.com/bangalore/1-bhk-bar-house-kitchen-1-koramangala-6th-block-bangalore/info
474,Suzy Q,"Cunningham Road, Bangalore",2300,"North Indian, Seafood, Continental, Asian, Chinese, Desserts, Beverages",4.3,https://www.zomato.com/bangalore/suzy-q-cunningham-road-bangalore/info
475,PizzaExpress,"Indiranagar, Bangalore",1400,"Pizza, Pasta, Italian, Salad, Fast Food, Desserts, Coffee, Beverages",4.0,https://www.zomato.com/bangalore/pizzaexpress-indiranagar-bangalore/info
476,Nando's,"Phoenix Marketcity Bangalore, Whitefield, Bangalore",1500,"Burger, Healthy Food, Portuguese",4.4,https://www.zomato.com/bangalore/nandos-whitefield-bangalore/info
477,Itasian,"Jakkur, Bangalore",1000,"Italian, Asian, Chinese, Sushi, Burger, Fast Food, Desserts, Beverages",4.3,https://www.zomato.com/bangalore/itasian-jakkur-bangalore/info
478,Momoz,"BTM, Bangalore",500,"Momos, North Indian, Chinese, Seafood, Shake, Beverages",3.8,https://www.zomato.com/bangalore/momoz-1-btm-bangalore/info
479,LOKA - Greenpark Hotels,"Bannerghatta Road, Bangalore",1800,"South Indian, North Indian, Chinese, Fast Food, Asian, Desserts, Beverages",4.1,https://www.zomato.com/bangalore/loka-greenpark-hotels-bannerghatta-road-bangalore/info
480,Sanchez,"UB City, Bangalore",2500,"Mexican, Beverages",4.0,https://www.zomato.com/bangalore/sanchez-lavelle-road/info
481,Just Loaf,"Koramangala 3rd Block, Bangalore",1000,"Burger, Fast Food, Bakery, Desserts",New,https://www.zomato.com/bangalore/just-loaf-koramangala-3rd-block-bangalore/info
482,Nasi And Mee,"Koramangala 4th Block, Bangalore",1600,"Asian, Sushi, Thai",4.5,https://www.zomato.com/bangalore/nasi-and-mee-koramangala-4th-block/info
483,Kebapci,"Koramangala 6th Block, Bangalore",1600,"BBQ, Turkish, Kebab, Lebanese, Desserts",4.2,https://www.zomato.com/bangalore/kebapci-koramangala-6th-block-bangalore/info
484,Boba Bhai,"Electronic City, Bangalore",700,"Bubble Tea, Burger, Beverages, Tea, Fast Food, Street Food, Momos, Shake",3.7,https://www.zomato.com/bangalore/boba-bhai-electronic-city-bangalore/info
485,Be Bhukkad,"Nagawara, Bangalore",400,"North Indian, Biryani",3.9,https://www.zomato.com/bangalore/be-bhukkad-nagawara-bangalore/info
486,Zodiac - Fortune Select JP Cosmos Hotel,"Fortune Select JP Cosmos Hotel, Bangalore",2000,"South Indian, North Indian, Oriental, Continental, Salad, Biryani, Desserts, Beverages",3.5,https://www.zomato.com/bangalore/zodiac-fortune-select-jp-cosmos-hotel-cunningham-road/info
487,CEVI,"HSR, Bangalore",1500,"North Indian, Biryani, Seafood, Beverages, Desserts",4.5,https://www.zomato.com/bangalore/cevi-hsr-bangalore/info
488,Platform.65,"Bannerghatta Road, Bangalore",1300,"Andhra, North Indian, Mughlai, Chinese, Biryani, Ice Cream, Desserts, Beverages",3.6,https://www.zomato.com/bangalore/platform-65-bannerghatta-road-bangalore/info
489,Cremeux Pizza & Bakery Cafe,"Jayanagar, Bangalore",300,"Pizza, Bakery, Cafe, Sandwich, Beverages, Burger",New,https://www.zomato.com/bangalore/cremeux-pizza-bakery-cafe-jayanagar-bangalore/info
490,Snack's Shack,"Whitefield, Bangalore",200,"Street Food, North Indian",3.7,https://www.zomato.com/bangalore/snacks-shack-whitefield-bangalore/info
491,Dum Pukht Jolly Nabobs - ITC Windsor,"ITC Windsor, Bangalore",6000,"North Indian, Awadhi",4.7,https://www.zomato.com/bangalore/dum-pukht-jolly-nabobs-itc-windsor-sankey-road-bangalore/info
492,Coastal Machali Co.,"Residency Road, Bangalore",1300,"North Indian, Mangalorean, Seafood",4.3,https://www.zomato.com/bangalore/coastal-machali-co-residency-road-bangalore/info
493,Taiki,"JP Nagar, Bangalore",700,"Korean, Japanese, Sushi, Salad, Desserts, Tea, Beverages",4.0,https://www.zomato.com/bangalore/taiki-jp-nagar-bangalore/info
494,Brahmin's Coffee Bar,"Basavanagudi, Bangalore",100,South Indian,4.7,https://www.zomato.com/bangalore/brahmins-coffee-bar-basavanagudi/info
495,Alchemy,"The Chancery Pavilion, Residency Road, Bangalore",2500,"Bar Food, North Indian, Seafood, Biryani, Desserts, Beverages",4.3,https://www.zomato.com/bangalore/alchemy-residency-road-bangalore/info
496,The Dome Cafe,"Sarjapur Road, Bangalore",1600,"North Indian, Chinese, Continental, Burger, Desserts, Shake, Beverages",4.4,https://www.zomato.com/bangalore/the-dome-cafe-sarjapur-road-bangalore/info
497,Neon Market,"Indiranagar, Bangalore",1000,"Cafe, Coffee, Japanese, Tea, Beverages",New,https://www.zomato.com/bangalore/neon-market-indiranagar-bangalore/info
498,Tutto Bene - Health Cafe by Little Italy,"Indiranagar, Bangalore",900,"Cafe, Coffee, Beverages, Shake, Panini, Italian, Desserts",3.4,https://www.zomato.com/bangalore/tutto-bene-health-cafe-by-little-italy-indiranagar-bangalore/info
499,Smoke House Pizzeria,"Forum Shantiniketan Mall, Whitefield, Bangalore",1500,"Pizza, Pasta, Salad, Italian, Burger, Desserts, Juices, Beverages",4.4,https://www.zomato.com/bangalore/smoke-house-pizzeria-whitefield-bangalore/info
500,Pasta Street,"Prestige Shantiniketan, Bangalore",1800,"Pasta, Pizza, Italian, Salad, Desserts, Beverages",4.7,https://www.zomato.com/bangalore/pasta-street-itpl-main-road-whitefield-bangalore/info
501,Chowman,"Brookefield, Bangalore",1400,"Chinese, Asian, Thai, Seafood, Sichuan, Desserts, Beverages",4.3,https://www.zomato.com/bangalore/chowman-brookefield-bangalore/info
502,The Coffee Brewery,"KR Puram, Bangalore",800,"Cafe, Coffee, Sandwich, Fast Food, Desserts, Tea, Beverages",4.3,https://www.zomato.com/bangalore/the-coffee-brewery-kr-puram-bangalore/info
503,Smoor,"Whitefield, Bangalore",600,"Bakery, Desserts, Beverages",4.3,https://www.zomato.com/bangalore/smoor-6-whitefield-bangalore/info
504,Dot.yum - Aloft Hotel,"Aloft Hotel, Whitefield, Bangalore",2500,"Continental, Oriental, North Indian, Desserts, Beverages",3.7,https://www.zomato.com/bangalore/dot-yum-aloft-hotel-whitefield/info
505,Whitefield Baking Company - Bengaluru Marriott Hotel Whitefield,"Bengaluru Marriott Hotel Whitefield, Bangalore",1500,"Bakery, American, North Indian, South Indian, Salad",4.0,https://www.zomato.com/bangalore/whitefield-baking-company-bengaluru-marriott-hotel-whitefield-whitefield/info
506,The Sandwich Station,"Whitefield, Bangalore",400,"Sandwich, Burger, Fast Food, Rolls, Beverages, Shake",4.0,https://www.zomato.com/bangalore/the-sandwich-station-whitefield-bangalore/info
507,De Royale Spice,"KR Puram, Bangalore",600,"Chinese, Biryani, North Indian, Kebab, South Indian, Mughlai",3.2,https://www.zomato.com/bangalore/de-royale-spice-3-kr-puram-bangalore/info
508,The Filter Coffee,"Brookefield, Bangalore",500,"South Indian, Coffee, Beverages, Street Food, Desserts",4.7,https://www.zomato.com/bangalore/the-filter-coffee-brookefield-bangalore/info
509,Haldiram's Restaurant,"Brookefield, Bangalore",400,"Mithai, South Indian, North Indian, Sandwich, Street Food, Biryani, Beverages",3.3,https://www.zomato.com/bangalore/haldirams-restaurant-brookefield-bangalore/info
510,Srinidhi Signature,"ITPL Main Road, Whitefield, Bangalore",1400,"South Indian, North Indian, Chinese, Desserts, Beverages",4.2,https://www.zomato.com/bangalore/srinidhi-signature-itpl-main-road-whitefield-bangalore/info
511,Third Wave Coffee,"Brookefield, Bangalore",700,"Cafe, Coffee, Sandwich, Pizza, Fast Food, Tea, Beverages",3.9,https://www.zomato.com/bangalore/third-wave-coffee-brookefield-bangalore/info
512,Kalinga Spices,"Brookefield, Bangalore",300,"North Indian, Odia, Chinese",4.4,https://www.zomato.com/bangalore/kalinga-spices-brookefield-bangalore/info
513,Paper And Pie Cafe,"ITPL Main Road, Whitefield, Bangalore",1200,"Cafe, Italian, Continental, Desserts, Beverages, Shake",3.8,https://www.zomato.com/bangalore/paper-and-pie-cafe-itpl-main-road-whitefield-bangalore/info
514,Pakodee’s,"Whitefield, Bangalore",200,Street Food,3.6,https://www.zomato.com/bangalore/pakodees-whitefield-bangalore/info
515,The Eatery - Four Points By Sheraton Bengaluru,"Four Points by Sheraton Bengaluru Whitefield, Bangalore",2000,"North Indian, Chinese, Continental, Fast Food",4.1,https://www.zomato.com/bangalore/the-eatery-four-points-by-sheraton-bengaluru-whitefield-bangalore/info
516,The Rameshwaram Cafe,"Brookefield, Bangalore",200,"South Indian, Beverages",3.0,https://www.zomato.com/bangalore/the-rameshwaram-cafe-brookefield-bangalore/info
517,Samosa Party,"Brookefield, Bangalore",200,"Street Food, Tea, North Indian, Beverages, Mithai, Desserts",3.3,https://www.zomato.com/bangalore/samosa-party-1-brookefield-bangalore/info
518,Biryani Pub,"Marathahalli, Bangalore",150,Biryani,3.9,https://www.zomato.com/bangalore/biryani-pub-1-marathahalli-bangalore/info
519,Zodiac,"Fortune Select Trinity, Whitefield, Bangalore",1800,"South Indian, North Indian, Mughlai, Chinese, Fast Food, Biryani",3.3,https://www.zomato.com/bangalore/zodiac-whitefield/info
520,Karibu - The Zuri,"The Zuri Hotels, Bangalore",3300,"South Indian, North Indian, Continental, Oriental, Italian, Sandwich, Burger, Wraps",3.6,https://www.zomato.com/bangalore/karibu-the-zuri-whitefield-bangalore/info
521,Brunchilly - Sarovar Portico,"Marathahalli, Bangalore",1600,"North Indian, Biryani, Fast Food",4.0,https://www.zomato.com/bangalore/brunchilly-sarovar-portico-marathahalli-bangalore/info
522,Juice N Bites,"Whitefield, Bangalore",300,"Shake, Juices, Beverages, Street Food, Fast Food, Burger",3.9,https://www.zomato.com/bangalore/juice-n-bites-2-whitefield-bangalore/info
523,Grill On Hot & Cool Cafe,"Marathahalli, Bangalore",200,"Burger, Shawarma, Sandwich, Fast Food, Juices, Shake, Beverages",3.5,https://www.zomato.com/bangalore/grill-on-hot-cool-cafe-marathahalli-bangalore/info
524,Asha Tiffins,"Brookefield, Bangalore",200,South Indian,4.2,https://www.zomato.com/bangalore/asha-tiffins-brookefield-bangalore/info
525,Vijayawada Tiffins,"Brookefield, Bangalore",800,"South Indian, North Indian, Chinese, Street Food",3.6,https://www.zomato.com/bangalore/vijayawada-tiffins-brookefield-bangalore/info
526,Pinds Of Punjab,"KR Puram, Bangalore",250,"North Indian, Fast Food",3.9,https://www.zomato.com/bangalore/pinds-of-punjab-1-kr-puram-bangalore/info
527,Kava Kitchen & Bar - Fairfield by Marriott,"Whitefield, Bangalore",2500,"North Indian, Continental, Salad, Mughlai, Fast Food, Beverages",3.8,https://www.zomato.com/bangalore/kava-kitchen-bar-fairfield-by-marriott-whitefield-bangalore/info
528,Aruki Kitchen,"Whitefield, Bangalore",200,"South Indian, Street Food, Tea, Beverages",3.9,https://www.zomato.com/bangalore/aruki-kitchen-whitefield-bangalore/info
529,Hard Rock Cafe,"Ascendas Park Square, Whitefield, Bangalore",2000,"Salad, American, Sandwich, Burger, Wraps, Fast Food, Desserts, Beverages",4.5,https://www.zomato.com/bangalore/hard-rock-cafe-whitefield-bangalore/info
530,Khane Ka Khazana,"Brookefield, Bangalore",300,"North Indian, Rolls, Fast Food",3.5,https://www.zomato.com/bangalore/khane-ka-khazana-brookefield-bangalore/info
531,Brilram's Balaji Bhavan,"Whitefield, Bangalore",600,"South Indian, North Indian, Chinese, Kebab, Biryani, Shake, Juices, Beverages",3.7,https://www.zomato.com/bangalore/brilrams-balaji-bhavan-whitefield-bangalore/info
532,The Mill -  Artisanal Bakery,"Whitefield, Bangalore",450,"Bakery, Desserts",3.7,https://www.zomato.com/bangalore/the-mill-artisanal-bakery-whitefield-bangalore/info
533,Chaayos Chai+Snacks=Relax,"Ascendas Park Square, Whitefield, Bangalore",350,"Tea, Beverages, Sandwich, Street Food",3.6,https://www.zomato.com/bangalore/chaayos-chai-snacks-relax-whitefield-bangalore/info
534,Mega Bite,"MGM Mark Whitefield, Bangalore",1600,"North Indian, Chinese, South Indian, Continental, Salad, Desserts, Beverages",3.3,https://www.zomato.com/bangalore/mega-bite-whitefield/info
535,Mansaf Paradise,"Marathahalli, Bangalore",400,"South Indian, Street Food, Beverages",New,https://www.zomato.com/bangalore/mansaf-paradise-3-marathahalli-bangalore/info
536,No Sugar Please!,"Brookefield, Bangalore",250,"Juices, Shake, Beverages, Healthy Food, Salad",4.1,https://www.zomato.com/bangalore/no-sugar-please-brookefield-bangalore/info
537,Cafe Mumbai,"ITPL Main Road, Whitefield, Bangalore",200,"Maharashtrian, Street Food",3.7,https://www.zomato.com/bangalore/cafe-mumbai-itpl-main-road-whitefield-bangalore/info
538,Kapoor's Cafe,"KR Puram, Bangalore",1000,"North Indian, Fast Food, Street Food, Desserts",4.0,https://www.zomato.com/bangalore/kapoors-cafe-kr-puram-bangalore/info
539,Whitefield SOCIAL,"Phoenix Marketcity Bangalore, Whitefield, Bangalore",1600,"North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Desserts, Beverages",4.2,https://www.zomato.com/WhitefieldSocial/info
540,Lavonne,"Forum Shantiniketan Mall, Whitefield, Bangalore",1300,"Cafe, Tea, Beverages, Bakery, Continental, Pasta, Salad, Fast Food",4.1,https://www.zomato.com/bangalore/lavonne-1-itpl-main-road-whitefield-bangalore/info
541,Subway,"KR Puram, Bangalore",600,"Healthy Food, Sandwich, Fast Food, Wraps, Salad, Beverages",3.0,https://www.zomato.com/bangalore/subway-kr-puram-bangalore/info
542,Flavours Radha Hometel,"Radha Hometel, Bangalore",1800,"North Indian, Continental, Chinese, Desserts, Beverages",3.3,https://www.zomato.com/bangalore/flavours-radha-hometel-whitefield/info
543,Poha On Wheels,"Marathahalli, Bangalore",100,Street Food,3.9,https://www.zomato.com/bangalore/poha-on-wheels-marathahalli-bangalore/info
544,Blue Tokai Coffee Roasters,"VR Bengaluru, Whitefield, Bangalore",600,"Cafe, Coffee, Healthy Food, Beverages, Desserts, American, Sandwich",4.4,https://www.zomato.com/bangalore/blue-tokai-coffee-roasters-kr-puram-bangalore/info
545,Thirupathi Bhimas,"Marathahalli, Bangalore",1000,"South Indian, Chinese",3.6,https://www.zomato.com/bangalore/thirupathi-bhimas-marathahalli-bangalore/info
546,McDonald's,"Brookefield, Bangalore",400,"Fast Food, Burger, Desserts, Beverages",3.1,https://www.zomato.com/bangalore/mcdonalds-brookefield/info
547,Leon's Burgers & Wings,"Whitefield, Bangalore",400,"Burger, Fast Food, Wraps",4.0,https://www.zomato.com/bangalore/leons-burgers-wings-whitefield-bangalore/info
548,Alibabar Hari,"Whitefield, Bangalore",300,"Biryani, Mughlai",3.8,https://www.zomato.com/bangalore/alibabar-hari-whitefield-bangalore/info
549,Purnabramha Maharashtrian Restaurant,"Brigade Metropolis, Bangalore",950,"Maharashtrian, Desserts, Beverages",3.5,https://www.zomato.com/bangalore/purnabramha-maharashtrian-restaurant-whitefield/info
550,Starbucks Coffee,"Whitefield, Bangalore",600,"Cafe, Coffee, Desserts, Beverages",4.2,https://www.zomato.com/bangalore/starbucks-coffee-3-whitefield-bangalore/info
551,MYNT,"Vivanta Whitefield, Bangalore",3500,"North Indian, Fast Food, Mexican, Italian, Healthy Food, Thai, Desserts, Beverages",4.2,https://www.zomato.com/bangalore/mynt-whitefield-bangalore/info
552,Masala Chai,"Whitefield, Bangalore",250,"Beverages, Fast Food, Tea",4.2,https://www.zomato.com/bangalore/masala-chai-1-whitefield/info
553,Theobroma,"Whitefield, Bangalore",500,"Bakery, Desserts, Fast Food, Beverages",3.3,https://www.zomato.com/bangalore/theobroma-1-whitefield-bangalore/info
554,Hotel Nattinpuram,"Marathahalli, Bangalore",300,"Kerala, Street Food",3.9,https://www.zomato.com/bangalore/hotel-nattinpuram-marathahalli-bangalore/info
555,Udupi Veg,"Whitefield, Bangalore",300,"South Indian, Chinese",3.4,https://www.zomato.com/bangalore/udupi-veg-whitefield-bangalore/info
556,Sri Chowdeshwari Mudde Hotel,"Whitefield, Bangalore",350,South Indian,3.9,https://www.zomato.com/bangalore/sri-chowdeshwari-mudde-hotel-2-whitefield-bangalore/info
557,Munisai Teja Nellore Tiffins,"Marathahalli, Bangalore",100,South Indian,3.5,https://www.zomato.com/bangalore/munisai-teja-nellore-tiffins-marathahalli-bangalore/info
558,Manorama Food Corner,"Marathahalli, Bangalore",300,"South Indian, Pizza, Sandwich, Street Food",-,https://www.zomato.com/bangalore/manorama-food-corner-1-marathahalli-bangalore/info
559,Sri Guru Nalapaka Restaurant,"Whitefield, Bangalore",650,"South Indian, North Indian, Chinese, Biryani, Mithai",3.4,https://www.zomato.com/bangalore/sri-guru-nalapaka-restaurant-whitefield/info
560,Charubon's Restaurant,"Varthur Main Road, Whitefield, Bangalore",1000,"North Indian, Bengali",3.2,https://www.zomato.com/bangalore/charubons-restaurant-varthur-main-road-whitefield-bangalore/info
561,HRX by EatFit,"Brookefield, Bangalore",500,"Healthy Food, Salad, Mexican, Pasta, Pizza, Beverages, Asian, North Indian",-,https://www.zomato.com/bangalore/hrx-by-eatfit-brookefield-bangalore/info
562,Kapoor's Chaat Bhandaar,"Varthur Main Road, Whitefield, Bangalore",500,"Street Food, Desserts, Beverages",3.7,https://www.zomato.com/bangalore/kapoors-chaat-bhandaar-varthur-main-road-whitefield-bangalore/info
563,Juice Berg,"Brookefield, Bangalore",300,"Beverages, Juices, Shake, Chinese, Sandwich, Fast Food, Street Food",3.5,https://www.zomato.com/bangalore/juice-berg-1-brookefield/info
564,Pulla Reddy Sweets,"Whitefield, Bangalore",400,"Mithai, Desserts",3.3,https://www.zomato.com/bangalore/pulla-reddy-sweets-whitefield-bangalore/info
565,Khawar Ashe Pashe,"KR Puram, Bangalore",500,"Bengali, North Indian, Chinese, Fast Food, Rolls",3.9,https://www.zomato.com/bangalore/khawar-ashe-pashe-kr-puram-bangalore/info
566,Aditya Sweets,"Whitefield, Bangalore",200,"Mithai, Street Food",3.6,https://www.zomato.com/bangalore/aditya-sweets-whitefield/info
567,The Groot,"Forum Shantiniketan Mall, Whitefield, Bangalore",2000,"Continental, Italian, North Indian, South Indian, Seafood, Desserts, Juices, Beverages",4.1,https://www.zomato.com/bangalore/the-groot-whitefield-bangalore/info
568,Baskin Robbins - Ice Cream Desserts,"Marathahalli, Bangalore",500,"Ice Cream, Desserts, Shake, Bakery",3.2,https://www.zomato.com/bangalore/baskin-robbins-ice-cream-desserts-marathahalli-bangalore/info
569,Amma's Pastries,"KR Puram, Bangalore",300,"Bakery, Desserts",2.9,https://www.zomato.com/bangalore/ammas-pastries-kr-puram-bangalore/info
570,Subbayyaa Gari Hotel,"Brookefield, Bangalore",500,"Andhra, South Indian, Desserts, Mithai",2.5,https://www.zomato.com/bangalore/subbayyaa-gari-hotel-brookefield-bangalore/info
571,Boba Bhai,"Brookefield, Bangalore",300,"Bubble Tea, Burger, Beverages, Tea, Fast Food, Street Food, Momos, Shake",-,https://www.zomato.com/bangalore/boba-bhai-brookefield-bangalore/info
572,Natraj Chole Bhature,"Brookefield, Bangalore",300,"North Indian, Street Food, Desserts",3.2,https://www.zomato.com/bangalore/natraj-chole-bhature-brookefield-bangalore/info
573,Mayura Sagar,"Brookefield, Bangalore",400,"Chinese, North Indian, South Indian, Beverages, Ice Cream, Shake",3.7,https://www.zomato.com/bangalore/mayura-sagar-brookefield/info
574,Hatti Kaapi,"Marathahalli, Bangalore",200,"Coffee, Shake, Beverages",-,https://www.zomato.com/bangalore/hatti-kaapi-marathahalli-bangalore/info
575,Juice Therapy,"Brookefield, Bangalore",300,"Juices, Salad",-,https://www.zomato.com/bangalore/juice-therapy-brookefield-bangalore/info
576,Sri Udupi Food Hub,"ITPL Main Road, Whitefield, Bangalore",450,"South Indian, North Indian, Chinese, Biryani, Sandwich, Street Food, Ice Cream, Beverages",-,https://www.zomato.com/bangalore/sri-udupi-food-hub-itpl-main-road-whitefield-bangalore/info
577,Suryawanshi,"KR Puram, Bangalore",1000,"North Indian, Maharashtrian, Malwani, Street Food, Mughlai, Seafood, Desserts, Beverages",4.0,https://www.zomato.com/bangalore/suryawanshi-kr-puram-bangalore/info
578,Kallayi Restaurant,"KR Puram, Bangalore",400,"Kerala, Chinese, Mangalorean, Seafood, Desserts, Beverages",4.0,https://www.zomato.com/bangalore/kallayi-restaurant-4-kr-puram-bangalore/info
579,Hoskote Nati Style,"Brookefield, Bangalore",400,"South Indian, Chinese",-,https://www.zomato.com/bangalore/hoskote-nati-style-brookefield-bangalore/info
580,Om Agarwal Bhavan,"Brookefield, Bangalore",400,"Mithai, Desserts, North Indian, Street Food",-,https://www.zomato.com/bangalore/om-agarwal-bhavan-brookefield-bangalore/info
581,Mirzapur UP63,"Marathahalli, Bangalore",350,"North Indian, Chinese, Kebab, Sandwich, Burger, Street Food, Desserts, Beverages",-,https://www.zomato.com/bangalore/mirzapur-up63-1-marathahalli-bangalore/info
582,Puchkas,"Marathahalli, Bangalore",200,"Street Food, North Indian, Fast Food",4.0,https://www.zomato.com/bangalore/puchkas-marathahalli-bangalore/info
583,1882,"DoubleTree by Hilton, Whitefield, Bengaluru, Bangalore",2000,"Continental, Asian, North Indian, Modern Indian",New,https://www.zomato.com/bangalore/1882-brookefield-bangalore/info
584,The Coffee House,"ITPL Main Road, Whitefield, Bangalore",600,"Cafe, North Indian, Fast Food, South Indian, Street Food, Beverages, Desserts",4.0,https://www.zomato.com/bangalore/the-coffee-house-itpl-main-road-whitefield-bangalore/info
585,Litti Mania,"Brookefield, Bangalore",250,"North Indian, Street Food",-,https://www.zomato.com/bangalore/litti-mania-brookefield-bangalore/info
586,Udupi Upachar,"Brookefield, Bangalore",350,"South Indian, North Indian, Street Food, Chinese, Beverages, Shake, Ice Cream",4.1,https://www.zomato.com/bangalore/udupi-upachar-brookefield-bangalore/info
587,Chef Bakers,"Whitefield, Bangalore",350,"Bakery, Desserts",-,https://www.zomato.com/bangalore/chef-bakers-6-whitefield-bangalore/info
588,Amal’s Biriyani,"Varthur Main Road, Whitefield, Bangalore",200,"South Indian, Biryani, North Indian, Street Food",-,https://www.zomato.com/bangalore/amals-biriyani-varthur-main-road-whitefield-bangalore/info
589,Hatti Kaapi - Coffee And More,"Forum Shantiniketan Mall, Whitefield, Bangalore",300,"Coffee, Beverages, Fast Food, Street Food",-,https://www.zomato.com/bangalore/hatti-kaapi-coffee-and-more-whitefield-bangalore/info
590,Cafe Garage,"Whitefield, Bangalore",500,"Juices, Shake, South Indian, Sandwich, Ice Cream, Desserts",-,https://www.zomato.com/bangalore/cafe-garage-whitefield-bangalore/info
591,RARA'S - SWEETS-CHAATS-THALIS,"Brookefield, Bangalore",400,"North Indian, Street Food, Burger, Pizza, Sandwich, Fast Food, Shake, Juices",-,https://www.zomato.com/bangalore/raras-sweets-chaats-thalis-brookefield-bangalore/info
592,Simhapuri - The Taste Of Nellore,"Varthur Main Road, Whitefield, Bangalore",350,"South Indian, Biryani",-,https://www.zomato.com/bangalore/simhapuri-the-taste-of-nellore-varthur-main-road-whitefield-bangalore/info
593,Real Fresh Dosa Corner,"Brookefield, Bangalore",250,South Indian,4.5,https://www.zomato.com/bangalore/real-fresh-dosa-corner-brookefield/info
594,Karma Foods,"Brookefield, Bangalore",150,"North Indian, Chinese, Momos",4.3,https://www.zomato.com/bangalore/karma-foods-brookefield-bangalore/info
595,Sai Foods,"Brookefield, Bangalore",400,"North Indian, Chinese, Street Food, Beverages, Desserts",4.5,https://www.zomato.com/bangalore/sai-foods-brookefield/info
596,New Udupi Garden Veg,"KR Puram, Bangalore",450,"South Indian, North Indian, Chinese, Biryani, Street Food, Desserts, Juices, Beverages",-,https://www.zomato.com/bangalore/new-udupi-garden-veg-kr-puram-bangalore/info
597,Ramdev Sagar,"Brookefield, Bangalore",500,"South Indian, Chinese, Street Food, North Indian, Biryani, Ice Cream, Beverages, Shake",4.2,https://www.zomato.com/bangalore/ramdev-sagar-brookefield/info
598,Citrus Cafe - Lemon Tree Hotel,"Lemon Tree Hotel, Whitefield, Bangalore",2500,"North Indian, Continental, South Indian, Asian, Italian, Desserts",3.5,https://www.zomato.com/bangalore/citrus-cafe-lemon-tree-hotel-whitefield/info
599,The Cafe Dhaba,"KR Puram, Bangalore",500,"North Indian, Street Food, Beverages",-,https://www.zomato.com/bangalore/the-cafe-dhaba-1-kr-puram-bangalore/info
600,Thalassery Restaurant,"Marathahalli, Bangalore",850,"Kerala, Seafood, North Indian, Chinese, Biryani",3.4,https://www.zomato.com/bangalore/thalassery-restaurant-marathahalli/info
601,Sri Lakshmi Vaibhav,"Marathahalli, Bangalore",600,"South Indian, North Indian, Chinese, Street Food, Beverages, Desserts",4.1,https://www.zomato.com/bangalore/sri-lakshmi-vaibhav-marathahalli-bangalore/info
602,Mivaan's Café,"Brookefield, Bangalore",300,"South Indian, North Indian, Chinese",-,https://www.zomato.com/bangalore/mivaans-café-brookefield-bangalore/info
603,Zoop Cafe,"Marathahalli, Bangalore",400,"Sandwich, Rolls, Pizza, Fast Food, Street Food, Shake, Juices, Beverages",-,https://www.zomato.com/bangalore/zoop-cafe-marathahalli-bangalore/info
604,Hotel Abooz- Eat 'N' Meet Restaurant,"Whitefield, Bangalore",850,"Andhra, Seafood, North Indian, Kerala, Chinese, Arabian, Desserts, Beverages",3.8,https://www.zomato.com/bangalore/hotel-abooz-eat-n-meet-restaurant-whitefield-bangalore/info
605,Just Bake,"Brookefield, Bangalore",450,"Bakery, Desserts",3.4,https://www.zomato.com/bangalore/just-bake-brookefield/info
606,Vidhagdha Cafe,"Whitefield, Bangalore",450,"South Indian, North Indian, Street Food, Tea, Juices, Shake, Desserts",New,https://www.zomato.com/bangalore/vidhagdha-cafe-whitefield-bangalore/info
607,Muraamba - The Marathi Kitchen,"Marathahalli, Bangalore",200,"Maharashtrian, North Indian",2.8,https://www.zomato.com/bangalore/muraamba-the-marathi-kitchen-1-marathahalli-bangalore/info
608,Peruvayaran Restaurant,"Whitefield, Bangalore",350,"South Indian, Beverages",New,https://www.zomato.com/bangalore/peruvayaran-restaurant-whitefield-bangalore/info
609,Burger King,"Kote MR Plaza, Bangalore",400,"Burger, Fast Food, Desserts, Beverages",3.8,https://www.zomato.com/bangalore/burger-king-marathahalli-bangalore/info
610,Brindavan Grand,"Varthur Main Road, Whitefield, Bangalore",950,"North Indian, South Indian, Chinese, Street Food, Biryani, Ice Cream, Shake, Beverages",4.2,https://www.zomato.com/bangalore/brindavan-grand-varthur-main-road-whitefield/info
611,Kanti Sweets,"Whitefield, Bangalore",450,"Mithai, Desserts, Street Food",4.1,https://www.zomato.com/bangalore/kanti-sweets-whitefield-bangalore/info
612,Tea Day,"Mahadevapura, Bangalore",300,"Tea, Shake, Coffee, Beverages",New,https://www.zomato.com/bangalore/tea-day-mahadevapura-bangalore/info
613,Gilly's Restobar,"Marathahalli, Bangalore",1900,"Seafood, North Indian, Pizza, Burger, Oriental, Italian, Fast Food",4.1,https://www.zomato.com/bangalore/gillys-restobar-1-marathahalli-bangalore/info
